placeName,kakaoPlaceId,primaryType,primaryTypeName,collectionTypes,skinTreatmentConfidence,skinTreatmentSignals,categoryName,categoryGroupCode,categoryGroupName,phone,addressName,roadAddressName,mapX,mapY,placeUrl
리프성형외과의원,1348643169,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-549-6962,서울 강남구 신사동 570-12,서울 강남구 논현로167길 9,127.0274263821,37.5244210274,http://place.map.kakao.com/1348643169
리프톤피부과의원,473126555,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6677-6300,서울 강남구 신사동 514-2,서울 강남구 도산대로 119,127.0215372649,37.5174088415,http://place.map.kakao.com/473126555
리프티의원,1733848817,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,울쎄라,"의료,건강 > 병원 > 성형외과",HP8,병원,02-517-7582,서울 강남구 청담동 93-5,서울 강남구 도산대로63길 15,127.0433933778,37.5249838717,http://place.map.kakao.com/1733848817
리피부과의원,1096770346,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|여드름|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-567-0575,서울 강남구 대치동 1022-2,서울 강남구 도곡로 442,127.0588162858,37.4979299515,http://place.map.kakao.com/1096770346
리핌성형외과의원,93308776,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-3444-7788,서울 강남구 신사동 579-3,서울 강남구 압구정로 162,127.0274655374,37.5263095189,http://place.map.kakao.com/93308776
리핏의원,2084948939,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-501-3288,서울 강남구 삼성동 144-25,서울 강남구 테헤란로 443,127.055596616,37.5069496761,http://place.map.kakao.com/2084948939
린의원,155557683,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스,"의료,건강 > 병원 > 가정의학과",HP8,병원,02-3448-3003,서울 강남구 청담동 99-20,서울 강남구 압구정로 450,127.0459506177,37.5259010256,http://place.map.kakao.com/155557683
릴리브의원,230942269,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-2138-2775,서울 강남구 신사동 599,서울 강남구 논현로 842,127.0287305833,37.5240377913,http://place.map.kakao.com/230942269
림피부과의원,571367870,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-545-3462,서울 강남구 신사동 578-4,서울 강남구 압구정로28길 14,127.0275841092,37.5257283449,http://place.map.kakao.com/571367870
링크성형외과의원,1026393505,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|써마지|울쎄라|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-577-8388,서울 강남구 논현동 200,서울 강남구 강남대로 478,127.0246699188,37.5051059149,http://place.map.kakao.com/1026393505
마시멜로의원,1070380416,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-3443-7878,서울 강남구 청담동 84-10,서울 강남구 선릉로158길 5,127.0405531743,37.52576605,http://place.map.kakao.com/1070380416
마이디피부과의원 양재점,8336783,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-576-5033,서울 강남구 도곡동 953-3,서울 강남구 강남대로 242,127.0340921279,37.4853616111,http://place.map.kakao.com/8336783
마이미의원,1937658565,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|울쎄라|제모|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-563-2332,서울 강남구 역삼동 705-18,서울 강남구 테헤란로 333,127.048012943,37.5046968851,http://place.map.kakao.com/1937658565
마침표성형외과의원,192604198,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,여드름|필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-514-8878,서울 강남구 신사동 581-15,서울 강남구 논현로 867,127.0281917798,37.5261823065,http://place.map.kakao.com/192604198
마크성형외과,1841342912,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,필러,"의료,건강 > 병원 > 성형외과",HP8,병원,02-514-1080,서울 강남구 논현동 5-4,서울 강남구 도산대로 138,127.0237487154,37.5175192409,http://place.map.kakao.com/1841342912
맑은미피부과의원,8351229,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|울쎄라|제모|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-564-7072,서울 강남구 대치동 507-2,서울 강남구 삼성로 155,127.0630049769,37.4938534399,http://place.map.kakao.com/8351229
맑은선의원,69860390,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|제모|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-6953-6199,서울 강남구 역삼동 705-24,서울 강남구 선릉로 515,127.048250932,37.5054518305,http://place.map.kakao.com/69860390
매직피부과의원,9020686,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|여드름|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-3453-3114,서울 강남구 역삼동 708-1,서울 강남구 테헤란로 328,127.0477216578,37.5037122042,http://place.map.kakao.com/9020686
맥스웰피부과의원 강남점,7938626,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-566-5824,서울 강남구 역삼동 824-20,서울 강남구 테헤란로 120,127.0308547915,37.4985892883,http://place.map.kakao.com/7938626
머스트성형외과의원,1208863776,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,리프팅,"의료,건강 > 병원 > 성형외과",HP8,병원,02-6952-1705,서울 강남구 논현동 143-6,서울 강남구 강남대로 528,127.0226433492,37.509295093,http://place.map.kakao.com/1208863776
메리성형외과의원,431579505,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스,"의료,건강 > 병원 > 성형외과",HP8,병원,02-512-1552,서울 강남구 신사동 580-5,서울 강남구 논현로175길 6,127.0277596783,37.5263220642,http://place.map.kakao.com/431579505
메이드유의원 강남본점,7786069,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-547-4711,서울 강남구 논현동 164-2,서울 강남구 강남대로 516,127.0231384263,37.5082687526,http://place.map.kakao.com/7786069
메이린압구정의원,156088361,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,써마지,"의료,건강 > 병원 > 일반의원",HP8,병원,02-517-5767,서울 강남구 신사동 627-20,서울 강남구 언주로 815,127.0328547388,37.5230924655,http://place.map.kakao.com/156088361
메이린클리닉 청담점,557152736,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|써마지|여드름|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-3445-9103,서울 강남구 청담동 80-4,서울 강남구 압구정로 432,127.0440798845,37.5266072233,http://place.map.kakao.com/557152736
메이트성형외과의원,284360549,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,medium,피부레이저,"의료,건강 > 병원 > 성형외과",HP8,병원,02-508-8800,서울 강남구 역삼동 601,서울 강남구 봉은사로 108,127.025568851,37.5045443974,http://place.map.kakao.com/284360549
메이퓨어의원 강남점,1874469247,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6959-5676,서울 강남구 역삼동 831-32,서울 강남구 역삼로1길 18,127.030645008,37.4944230882,http://place.map.kakao.com/1874469247
메이퓨어의원 수서점,452310263,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|여드름|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-451-9960,서울 강남구 수서동 724,서울 강남구 광평로 280,127.1031383839,37.4873253537,http://place.map.kakao.com/452310263
메종프리베의원,1647557565,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-515-9889,서울 강남구 신사동 591-2,서울 강남구 논현로158길 6,127.0287784405,37.5219888998,http://place.map.kakao.com/1647557565
멘토의원,12087293,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-552-4080,서울 강남구 대치동 988,서울 강남구 삼성로 314,127.0606477294,37.5000373799,http://place.map.kakao.com/12087293
멜로우피부과의원 신사점,619108291,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|써마지|울쎄라|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-548-5007,서울 강남구 논현동 5-4,서울 강남구 도산대로 138,127.0237860163,37.5174327371,http://place.map.kakao.com/619108291
멜로우피부과의원 청담점,711563268,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|리프팅|보톡스|써마지|여드름|피부과|피부레이저|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-6448-5404,서울 강남구 청담동 91-8,서울 강남구 도산대로 429,127.0427864387,37.5239740695,http://place.map.kakao.com/711563268
모건피부과의원,26820427,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|써마지|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-511-5859,서울 강남구 신사동 583-3,서울 강남구 논현로 841,127.0277588687,37.524137134,http://place.map.kakao.com/26820427
모나라피부과의원,1586135989,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-6956-9115,서울 강남구 신사동 577-5,서울 강남구 논현로171길 15,127.0271394264,37.5254851774,http://place.map.kakao.com/1586135989
모던스탠다드의원,556015698,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|제모|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-6232-5732,서울 강남구 역삼동 809-16,서울 강남구 강남대로 458,127.0254610287,37.5034235698,http://place.map.kakao.com/556015698
모델라인의원 강남점,24856156,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,high,리프팅|보톡스|피부레이저|필러,"의료,건강 > 병원 > 일반의원",HP8,병원,1899-4969,서울 강남구 역삼동 651-5,서울 강남구 봉은사로 218,127.0360023549,37.5076375319,http://place.map.kakao.com/24856156
모델로피부과의원,13502013,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과|필러,"의료,건강 > 병원 > 피부과",HP8,병원,02-591-5800,서울 강남구 청담동 89,서울 강남구 압구정로60길 21,127.0419616849,37.5258745792,http://place.map.kakao.com/13502013
모두모의원 서울,508761163,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|보톡스|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-6205-9559,서울 강남구 논현동 18-4,서울 강남구 강남대로 584,127.0206200706,37.5139356358,http://place.map.kakao.com/508761163
모든모의원,797791901,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-544-3666,서울 강남구 신사동 541-1,서울 강남구 논현로151길 57,127.023494801,37.5194222107,http://place.map.kakao.com/797791901
모리스의원,252229372,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|제모|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-555-6231,서울 강남구 역삼동 825-9,서울 강남구 강남대로 378,127.0286330148,37.4966553868,http://place.map.kakao.com/252229372
모리의원,26532767,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과|피부레이저,"의료,건강 > 병원 > 피부과",HP8,병원,02-562-8878,서울 강남구 역삼동 708-26,서울 강남구 선릉로 431,127.0490888322,37.5034881946,http://place.map.kakao.com/26532767
모리치피부과의원,9767140,skin_treatment_hospital,피부시술병원,skin_treatment_hospital|hospital,confirmed,kakao_category:피부과|피부과,"의료,건강 > 병원 > 피부과",HP8,병원,02-518-6888,서울 강남구 신사동 580-5,서울 강남구 논현로175길 6,127.0279429657,37.5263697741,http://place.map.kakao.com/9767140
